"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"85","ALCALDIA DE ANGELOPOLIS","890981493","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","5","0","2","0","2","0","0","0","2","1","3","1","4","0","3","4","0","0","2","0","2","1,699,028,888,888"
"86","ALCALDIA DE ANGOSTURA","890982141","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","17","0","13","0","7","0","0","0","2","3","10","8","5","2","4","14","5","1","4","0","1","2,120,522,750,000"
"87","ALCALDIA DE ANOLAIMA","899999426","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","18","12","4","14","0","5","0","0","0","0","0","0","6","22","2","0","3","6","9","12","0","0","1,274,953,166,666"
"88","ALCALDIA DE ANORI","890982489","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","16","0","9","0","9","0","0","0","2","3","8","5","8","3","2","12","7","4","2","0","2","1,639,620,888,888"
"89","ALCALDIA DE ANSERMA CALDAS","890801139","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","22","17","0","14","0","11","0","0","0","5","0","3","9","13","14","4","3","8","6","12","6","4","1,659,787,743,589"
"90","ALCALDIA DE ANSERMANUEVO  VALLE DEL CAUCA","800100532","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","22","1","16","0","7","0","0","0","1","7","13","7","9","2","8","16","6","4","3","1","1","1,828,655,078,947"
"91","ALCALDIA DE ANZA","890983824","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","5","0","5","0","4","0","0","0","1","1","7","4","6","1","5","8","2","1","2","1","5","2,484,158,157,894"
"92","ALCALDIA DE ANZOATEGUI","890702018","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","4","1","2","0","3","0","0","0","1","1","3","3","4","0","0","7","2","1","1","0","0","1,587,848,727,272"
"93","ALCALDIA DE APARTADO","890980095","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","92","105","3","25","0","55","0","0","0","0","7","47","65","61","17","20","60","64","27","21","5","5","2,515,808,470,270"
"94","ALCALDIA DE APIA","891480022","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","16","0","11","0","8","0","0","0","0","1","8","9","9","0","0","12","8","6","1","0","0","2,700,173,370,370"
"95","ALCALDIA DE APULO","890680236","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","4","0","4","0","2","0","0","0","0","0","1","2","5","0","0","2","2","2","2","0","0","1,689,166,375,000"
"96","ALCALDIA DE AQUITANIA","800077545","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","8","1","4","0","5","0","0","0","1","0","3","1","8","0","0","4","2","0","6","0","0","1,474,268,333,333"
"97","ALCALDIA DE ARACATACA","891780041","TERRITORIAL",,,,,,,"MUNICIPAL","FUNCIÓN PÚBLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","12","0","6","0","6","0","0","0","0","0","4","7","13","0","1","14","3","2","2","2","1","2,040,119,583,333"
"98","ALCALDIA DE ARANZAZU","890801142","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","16","1","6","0","10","0","0","0","0","6","10","7","4","0","1","15","9","1","1","0","0","2,342,110,222,222"
"99","ALCALDIA DE ARATOCA","890205334","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","3","0","0","0","2","0","0","0","0","0","4","1","0","0","0","3","2","0","0","0","0","2,408,620,000,000"
"100","ALCALDIA DE ARAUCA","800102504","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","47","58","2","13","0","31","0","0","0","2","3","28","14","42","18","15","25","16","12","25","12","4","3,126,052,914,285"
"101","ALCALDIA DE ARBELAEZ","800093386","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","19","14","3","5","0","12","0","0","0","5","0","7","5","19","2","5","11","3","3","11","0","2","1,462,923,969,696"
"102","ALCALDIA DE ARBOLEDA NARIÑO","800099058","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","22","14","0","11","0","13","0","0","0","5","1","13","3","16","3","8","16","3","3","5","1","5","1,108,652,638,888"
"103","ALCALDIA DE ARBOLEDAS","890501436","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","10","1","5","0","7","0","0","0","0","4","4","5","8","1","2","7","8","1","3","1","0","1,663,780,181,818"
"104","ALCALDIA DE ARBOLETES","890985623","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","14","0","1","0","10","0","0","0","2","1","5","6","10","0","3","10","4","3","2","0","1","2,588,965,772,727"
"105","ALCALDIA DE ARCABUCO","800063791","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","6","2","2","0","1","0","0","0","1","2","1","3","3","2","1","4","3","2","1","0","0","1,341,031,454,545"
"106","ALCALDIA DE ARENAL","806001937","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","17","7","0","9","0","11","0","0","0","1","5","7","8","4","0","3","13","8","0","0","0","2","1,536,687,208,333"
"107","ALCALDIA DE ARGELIA ANTIOQUIA","890981786","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","5","0","3","0","4","0","0","0","2","0","4","4","2","2","2","5","2","2","0","1","2","2,279,300,000,000"
"108","ALCALDIA DE ARGELIA CAUCA","891500725","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","7","1","3","0","3","0","0","0","0","3","6","1","1","0","1","7","2","0","0","1","0","1,766,939,727,272"
"109","ALCALDIA DE ARGELIA VALLE DEL CAUCA","891901019","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","5","0","4","0","5","0","0","0","0","1","3","6","3","1","0","9","3","1","0","1","0","1,852,359,714,285"
"110","ALCALDIA DE ARIGUANI","891702186","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","11","0","2","0","3","0","0","0","4","1","2","3","4","3","2","5","2","1","3","0","2","2,222,602,846,153"
"111","ALCALDIA DE ARJONA","890480254","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","37","32","4","30","0","14","0","0","0","7","1","7","15","34","12","12","19","20","7","10","1","10","1,732,894,710,144"
"112","ALCALDIA DE ARMENIA  ANTIOQUIA","890983763","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","7","0","3","0","3","0","0","0","0","1","4","5","1","0","0","7","3","1","0","0","0","3,160,797,909,090"
"113","AUTORIDAD NACIONAL DE TELEVISION - LIQUIDADA","900517646","NACIONAL",,,,,,,"NO APLICA","TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES","NO APLICA","NO APLICA","AGENCIA ESTATAL DE NATURALEZA ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","11,131,766,500,000"
"114","ALCALDIA DE ARMERO GUAYABAL","890700982","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","10","0","1","0","6","0","0","0","0","2","3","3","6","1","4","3","3","1","4","0","0","2,249,099,066,666"
"115","ALCALDIA DE ARROYOHONDO","806004900","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","11","0","2","0","0","0","0","0","13","0","5","7","8","0","13","4","3","0","0","0","13","1,493,345,900,000"
"116","ALCALDIA DE ATACO","800100049","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","18","12","2","7","0","9","0","0","0","6","4","10","5","9","2","8","16","2","1","3","0","7","3,406,903,666,666"
"117","ALCALDIA DE ATRATO","818000395","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","21","1","5","0","20","0","0","0","0","7","16","7","3","0","13","19","1","0","0","0","5","1,704,495,611,111"
"118","ALCALDIA DE AYAPEL","800096737","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","37","0","20","0","18","0","0","0","4","1","13","17","20","2","15","16","9","6","7","0","7","1,206,889,886,792"
"119","ALCALDIA DE BAGADO","891680055","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","10","0","5","0","3","0","0","0","10","0","9","10","1","0","10","7","3","0","0","0","10","1,542,678,400,000"
"120","ALCALDIA DE BAHIA SOLANO","891680395","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","14","0","2","0","8","0","0","0","5","2","9","1","5","3","6","11","2","1","0","0","5","2,038,614,550,000"
"121","ALCALDIA DE BAJO BAUDO (PIZARRO)","800095589","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","19","21","0","8","0","17","0","0","0","1","10","14","11","4","1","14","24","2","0","0","0","6","2,337,519,425,000"
"122","ALCALDIA DE BALBOA CAUCA","891500869","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","8","4","6","0","8","0","0","0","0","1","2","4","9","4","1","5","3","7","4","0","1","1,642,883,130,000"
"123","ALCALDIA DE BALBOA RISARALDA","890801143","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","23","1","11","0","13","0","0","0","0","7","6","9","15","0","0","20","12","5","0","0","0","1,569,687,810,810"
"124","ALCALDIA DE BARAYA","892120020","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","8","0","3","0","5","0","0","0","1","0","3","3","4","2","1","3","3","0","5","0","1","1,952,009,750,000"
"125","ALCALDIA DE BARBOSA - ANTIOQUIA","890980445","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","57","75","0","10","0","37","0","0","1","1","5","52","42","29","4","9","74","31","9","9","0","1","4,264,553,189,393"
"126","ALCALDIA DE BARICHARA","890210932","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","7","0","1","0","8","0","0","0","0","0","7","4","0","0","1","9","1","0","0","0","0","1,904,124,181,818"
"127","ALCALDIA DE BARRANCA DE UPIA","800152577","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","17","22","1","13","0","8","0","0","0","0","6","12","14","5","2","0","20","17","1","1","0","0","2,521,163,432,432"
"128","ALCALDIA DE BARRANCAS","800099223","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","19","0","2","0","9","0","0","0","9","0","3","4","16","4","10","4","2","7","4","0","10","1,646,261,851,851"
"129","ALCALDIA DE BARRANCO DE LOBA","800015991","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","12","0","4","0","11","0","0","0","0","3","9","6","4","0","14","7","1","0","0","0","3","2,088,398,250,000"
"130","ALCALDIA DE BECERRIL","800096576","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","28","1","11","0","10","0","0","0","2","6","9","14","12","3","3","24","11","3","3","0","0","1,452,365,068,181"
"131","ALCALDIA DE BELALCAZAR","890802650","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","6","0","4","0","2","0","0","0","1","0","3","1","4","1","0","2","2","1","2","2","0","1,983,244,222,222"
"132","ALCALDIA DE BELEN  BOYACA","800099199","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","2","0","6","0","0","0","0","0","2","0","1","0","5","2","2","1","0","3","2","0","2","1,085,749,250,000"
"133","ALCALDIA DE BELEN - NARIÑO","800035482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","6","0","4","0","5","0","0","0","1","0","0","6","10","2","2","0","6","3","6","1","1","1,353,166,666,666"
"135","ALCALDIA DE BELEN DE UMBRIA","891480024","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","16","0","7","0","10","0","0","0","0","4","7","11","8","0","3","18","5","2","0","2","0","1,811,330,366,666"
"136","ALCALDIA DE BELMIRA","890981880","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","7","0","0","0","5","0","0","0","1","2","2","6","1","0","1","6","3","1","0","0","1","2,256,293,000,000"
"137","ALCALDIA DE BERBEO BOYACA","800099390","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","3","0","2","0","2","0","0","0","0","0","4","3","1","0","0","4","2","2","0","0","0","2,453,473,125,000"
"138","ALCALDIA DE BETANIA","890980802","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","5","0","1","0","3","0","0","0","2","2","5","5","3","0","3","7","5","0","0","0","1","2,530,920,600,000"
"139","ALCALDIA DE BETEITIVA","800017288","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","4","0","0","0","5","0","0","0","0","0","4","3","1","0","3","4","0","1","0","0","1","2,160,065,625,000"
"140","ALCALDIA DE BETULIA  SANTANDER","890208119","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","5","0","1","0","4","0","0","0","0","2","4","5","1","0","3","5","2","2","0","0","0","2,764,290,333,333"
"141","ALCALDIA DE BITUIMA","899999708","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","5","0","3","0","5","0","0","0","3","1","3","4","3","1","5","4","2","1","0","0","4","1,889,179,583,333"
"142","ALCALDIA DE BOAVITA","891856294","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","8","0","3","0","4","0","0","0","3","0","4","3","7","1","3","5","3","1","2","1","3","1,924,258,266,666"
"143","ALCALDIA DE BOCHALEMA","890505662","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","6","1","8","0","2","0","0","0","3","0","3","7","8","2","4","7","3","3","3","0","4","1,462,323,800,000"
"144","ALCALDIA DE BOJACA","800094622","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","15","18","1","14","0","7","0","0","0","2","0","6","10","16","1","3","14","7","5","2","2","1","1,916,774,333,333"
"145","ALCALDIA DE BOJAYA","800070375","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","15","7","0","0","0","0","0","0","0","20","2","7","8","3","2","20","1","1","0","0","0","20","1,702,120,454,545"
"146","ALCALDIA DE BOLIVAR  SANTANDER","890210890","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","3","1","2","0","1","0","0","0","0","0","1","1","6","1","0","0","1","2","4","2","0","1,489,761,000,000"
"147","ALCALDIA DE BOLIVAR  VALLE DEL CAUCA","891900945","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","14","10","2","5","0","4","0","0","0","6","0","3","3","8","10","8","2","4","5","4","1","8","1,412,509,833,333"
"148","ALCALDIA DE BOLIVAR CAUCA","800095961","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","11","7","5","0","4","0","0","0","3","0","3","1","14","9","0","6","5","2","11","3","0","1,532,242,925,925"
"149","ALCALDIA DE BOSCONIA","892301130","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","12","0","7","0","9","0","0","0","2","0","2","8","11","2","3","3","5","6","4","2","3","3,019,118,434,782"
"150","ALCALDIA DE BRICEÑO","890984415","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","30","0","10","0","15","0","0","0","4","8","17","14","7","0","8","28","8","2","0","0","5","2,114,790,739,130"
"151","ALCALDIA DE BRICEÑO  BOYACA","800099721","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","4","0","1","0","3","0","0","0","3","3","1","5","0","1","3","4","2","1","0","0","2","2,284,891,100,000"
"152","ALCALDIA DE BUCARAMANGA","890201222","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","168","228","0","48","0","79","0","0","1","4","8","100","118","132","38","29","151","106","43","55","12","18","5,248,063,573,232"
"153","ALCALDIA DE BUCARASICA","890503483","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","5","0","2","0","5","0","0","0","0","2","7","1","0","1","0","8","2","1","0","0","0","1,605,312,363,636"
"155","ALCALDIA DISTRITAL DE BUENAVENTURA DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURISTICO","890399045","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","231","203","3","143","0","100","0","0","0","32","5","68","116","162","83","13","182","78","61","83","17","5","3,637,699,064,516"
"156","ALCALDIA DE BUENAVISTA - BOYACA","81591808260","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","5","1","3","0","0","0","0","0","0","0","4","1","2","1","2","0","4","2","0","0","0","1,604,515,750,000"
"157","ALCALDIA DE BUENAVISTA - CORDOBA","800096739","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","13","1","6","0","7","0","0","0","1","3","7","5","6","2","4","11","4","0","4","0","3","1,954,017,304,347"
"158","ALCALDIA DE BUENAVISTA - QUINDIO","890001879","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","8","0","0","0","3","0","0","0","1","2","4","3","5","1","3","7","2","1","1","1","1","1,808,933,400,000"
"159","ALCALDIA DE BUENAVISTA - SUCRE","892201286","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","4","1","2","0","3","0","0","0","0","0","0","2","5","0","0","0","2","1","3","1","0","848,554,714,285"
"160","ALCALDIA DE BUENOS AIRES","891502307","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","7","0","2","0","2","0","0","0","0","0","4","3","2","0","0","7","2","0","0","0","0","1,881,938,222,222"
"161","ALCALDIA DE BUGALAGRANDE","891900353","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","27","23","1","9","0","17","0","0","0","7","2","11","8","15","14","13","13","10","6","5","3","8","2,251,373,160,000"
